"","Feature","MET_1","MET_2","MET_3","CTL_1","CTL_2","CTL_3"
"620","AMPD2",440,473,752,426,683,404
"621","AMPD3",8,12,13,8,12,5
"622","AMPH",2,1,1,1,3,2
"623","AMT",596,574,681,567,491,394
"624","AMTN",0,0,0,0,0,0
"625","AMY1A",6233,4592,6919,6067,5017,3057
"626","AMY2",0,0,0,1,0,0
"627","AMZ1",4,2,4,4,10,3
"628","AMZ2",383,415,392,321,459,355
"629","ANAPC1",268,313,339,359,430,259
"630","ANAPC10",24,47,35,29,31,19
"631","ANAPC11",222,260,236,206,318,230
"632","ANAPC13",208,238,252,173,191,149
"633","ANAPC2",471,502,575,361,504,329
"634","ANAPC4",248,305,290,236,308,222
"635","ANAPC5",1538,1990,1795,1355,1816,1039
"636","ANAPC7",143,123,155,126,185,152
"637","ANDPRO",0,0,0,0,0,0
"638","ANG",0,0,0,0,0,0
"639","ANG1",2347,2197,1890,1833,2560,1768
"640","ANGEL1",293,350,343,225,302,181
"641","ANGEL2",341,483,412,426,456,405
"642","ANGPT1",5,3,7,10,6,12
"643","ANGPT2",11,21,26,5,13,15
"644","ANGPT4",0,0,1,0,0,0
"645","ANGPTL1",4,7,6,0,3,2
"646","ANGPTL2",176,193,189,181,186,146
"647","ANGPTL3",3713,4766,3611,4931,2198,1798
"648","ANGPTL4",1079,724,424,956,3960,2546
"649","ANGPTL6",231,261,215,153,307,191
"650","ANK1",7,1,3,3,2,2
"651","ANK3",91,76,84,71,126,90
"652","ANKH",1661,1594,1621,1399,1007,693
"653","ANKHD1",616,681,646,556,988,549
"654","ANKIB1",313,413,334,347,508,338
"655","ANKK1",0,0,0,0,0,0
"656","ANKLE2",359,353,308,328,526,390
"657","ANKMY2",131,121,115,116,135,97
"658","ANKRA2",92,104,95,66,91,67
"659","ANKRD1",9,6,10,15,9,4
"660","ANKRD12",200,277,212,153,315,189
"661","ANKRD13A",831,1137,928,811,1141,816
"662","ANKRD13C",106,144,116,124,148,120
"663","ANKRD13D",6,3,8,8,11,5
"664","ANKRD16",17,22,21,23,32,15
"665","ANKRD17",1050,1356,967,734,1296,1083
"666","ANKRD2",0,0,0,1,0,1
"667","ANKRD22",3,2,0,1,1,2
"668","ANKRD23",7,10,11,4,9,1
"669","ANKRD24",54,69,56,41,49,44
"670","ANKRD29",1,2,4,2,2,0
"671","ANKRD32",89,56,75,53,86,50
"672","ANKRD33B",25,85,23,36,60,141
"673","ANKRD34A",2,1,0,0,1,0
"674","ANKRD34B",0,0,0,0,0,0
"675","ANKRD34C",0,0,0,0,0,0
"676","ANKRD37",23,54,13,6,17,12
"677","ANKRD39",13,32,20,17,12,9
"678","ANKRD40",364,442,385,377,527,430
"679","ANKRD42",54,42,67,45,72,40
"680","ANKRD44",208,270,239,258,706,371
"681","ANKRD46",894,586,1398,552,555,387
"682","ANKRD49",177,237,213,141,229,176
"683","ANKRD5",4,3,5,0,4,0
"684","ANKRD50",159,179,205,187,269,170
"685","ANKRD52",175,233,198,172,330,189
"686","ANKRD54",96,73,81,69,86,59
"687","ANKRD57",155,270,142,96,184,115
"688","ANKRD58",0,1,1,0,1,1
"689","ANKRD6",3,1,2,1,0,1
"690","ANKRD61",17,20,16,8,15,8
"691","ANKRD65",0,0,0,1,0,0
"692","ANKRD7",0,0,0,0,0,0
"693","ANKRD9",59,62,51,70,53,49
"694","ANKS1A",202,246,255,210,289,184
"695","ANKS3",96,95,115,60,102,57
"696","ANKS6",9,10,6,4,8,3
"697","ANKZF1",373,412,425,281,397,342
"698","ANO1",31,48,19,38,27,17
"699","ANO4",2,0,0,0,1,0
"700","ANO6",295,295,197,271,533,314
"701","ANO7",0,0,0,0,1,1
"702","ANP32A",755,706,948,1174,929,643
"703","ANP32B",772,982,824,489,848,644
"704","ANP32E",267,304,270,230,267,195
"705","ANPEP",1913,1977,2098,2162,1915,1633
"706","ANTXR1",51,57,42,44,57,30
"707","ANUBL1",41,59,49,50,54,40
"708","ANXA1",68,60,97,88,51,32
"709","ANXA10",0,1,1,0,1,0
"710","ANXA11",797,1055,996,850,947,760
"711","ANXA13",23,23,14,17,18,6
"712","ANXA2",159,161,223,166,166,68
"713","ANXA3",257,253,251,354,395,317
"714","ANXA4",519,574,437,396,417,272
"715","ANXA5",170,173,255,195,226,113
"716","ANXA6",1753,2379,2215,2044,2233,1623
"717","ANXA7",193,266,346,248,216,270
"718","ANXA8",5,0,3,2,1,0
"719","AOAH",7,5,6,6,20,4
"720","AOC2-PS1",19,35,26,17,38,37
"721","AOC3",78,139,111,80,75,26
"722","AOX1",16717,17399,3096,4787,14278,1481
"723","AOX3",1000,213,1139,1427,2186,1062
"724","AOX3L1",11,9,9,8,22,11
"725","AOX4",1,1,1,1,0,0
"726","AP1AR",440,615,475,338,554,364
"727","AP1B1",869,1001,990,911,1163,723
"728","AP1G1",687,835,643,619,922,616
"729","AP1M1",505,639,598,518,616,486
"730","AP1S1",434,481,548,388,391,271
"731","AP1S2",32,40,45,52,77,54
"732","AP1S3",33,64,49,37,49,44
"733","AP2A1",612,678,720,572,739,526
"734","AP2A2",1462,1586,1410,1398,1865,1234
"735","AP2B1",482,607,506,453,735,451
"736","AP2M1",1313,1825,1350,1147,1704,1153
"737","AP2S1",412,538,497,430,627,376
"738","AP3B1",484,451,590,427,619,400
"739","AP3D1",1489,1906,1624,1280,2377,1736
"740","AP3M1",481,512,490,344,411,278
"741","AP3M2",20,43,41,20,21,21
"742","AP3S1",121,148,135,114,162,105
"743","AP4B1",194,269,229,179,263,205
"744","AP4E1",40,58,61,69,81,50
"745","AP4M1",88,78,82,73,107,90
"746","AP4S1",108,139,134,97,148,83
"747","APAF1",89,83,91,108,205,104
"748","APBA1",10,12,8,13,17,11
"749","APBA2",3,0,1,10,8,3
"750","APBA3",530,663,588,621,742,558
"751","APBB1",35,23,37,27,25,16
"752","APBB1IP",40,35,45,49,60,38
"753","APBB3",318,406,326,336,348,326
"754","APC",401,463,335,398,772,478
"755","APC2",19,8,32,20,24,17
"756","APCS",4882,6521,5345,4796,8163,5884
"757","APEH",619,745,665,667,1016,694
"758","APEX1",245,408,282,142,271,205
"759","APH1A",1157,1155,1248,1008,1200,849
"760","APH1B",121,133,104,126,122,96
"761","API5",1781,2749,1821,1652,2274,1686
"762","APIP",62,73,74,60,80,42
"763","APITD1",18,17,33,8,14,5
"764","APLF",50,19,49,35,51,36
"765","APLN",10,18,9,8,7,3
"766","APLNR",6,3,5,2,9,1
"767","APLP1",87,121,70,133,194,155
"768","APOA1BP",288,334,373,234,322,197
"769","APOA2",6586,7526,6016,4362,6929,5444
"770","APOA4",1415,1373,2122,2226,3488,2013
"771","APOA5",8113,13152,9504,8668,21170,18007
"772","APOB",88940,114666,87043,85378,206853,113555
"773","APOBEC1",66,39,90,61,47,43
"774","APOBEC2",1,1,2,3,3,5
"775","APOBEC3B",8,4,1,7,17,5
"776","APOBEC4",0,0,0,0,0,0
"777","APOBR",17,14,27,22,24,28
"778","APOC1",26904,28553,23472,24830,24122,20306
"779","APOC2",8761,7963,7125,6942,7480,6128
"780","APOC4",2614,3217,2084,2401,2562,2612
"781","APOD",0,0,0,1,0,0
"782","APOE",153434,172561,140573,123282,158993,113779
"783","APOF",1086,5216,3474,2763,2529,703
"784","APOH",51260,54083,49612,40040,54523,39975
"785","APOL3",84,216,269,283,107,66
"786","APOL9A",340,391,286,474,766,653
"787","APOLD1",70,85,49,43,87,41
"788","APOM",3495,3669,3206,3305,3507,2664
"789","APON",2265,3362,2178,1936,3077,1944
"790","APOO",126,113,143,109,98,102
"791","APOOL",315,291,367,246,208,164
"792","APOPT1",232,292,284,164,249,175
"793","APP",1339,1589,1477,1056,1645,1120
"794","APPBP2",493,556,476,450,776,484
"795","APPL2",332,513,392,307,257,235
"796","APRT",242,355,301,234,295,213
"797","APTX",64,61,74,58,69,47
"798","AQP1",226,303,152,130,201,117
"799","AQP11",124,150,180,111,125,95
"800","AQP12A",1,0,2,0,0,0
"801","AQP2",0,1,0,0,0,0
"802","AQP3",8,0,1,2,127,1
"803","AQP4",1,4,1,4,3,1
"804","AQP5",15,4,21,19,29,5
"805","AQP6",1,0,0,0,0,0
"806","AQP7",37,16,30,8,6,2
"807","AQP8",1085,1956,2023,2660,1975,830
"808","AQP9",2588,2301,2935,1686,2452,1306
"809","AQR",330,388,383,289,433,304
"810","AR",0,0,2,4,5,8
"811","ARAF",1106,1217,1153,926,1369,962
"812","ARAP2",139,165,179,114,174,140
"813","ARC",1,1,2,2,0,4
"814","ARCN1",3069,3641,3251,2425,3019,2418
"815","AREG",0,0,0,0,0,0
"816","ARF1",1702,2015,2038,1687,2004,1507
"817","ARF2",88,63,95,86,88,76
"818","ARF3",1005,1140,1117,925,1287,886
"819","ARF4",1861,2344,2169,1540,1887,1513
"820","ARF5",1200,1493,1528,1409,1380,955
"821","ARF6",566,561,534,415,586,438
"822","ARFGAP1",518,542,504,367,455,343
"823","ARFGAP2",2002,1860,2326,1699,1793,1253
"824","ARFGEF2",611,789,666,636,1050,669
"825","ARFIP1",118,160,131,107,131,113
"826","ARFIP2",311,402,308,240,327,254
"827","ARFRP1",110,115,117,82,137,103
"828","ARG1",13189,22185,15192,6604,5090,7610
"829","ARG2",0,7,1,1,3,0
"830","ARGLU1",355,525,460,350,564,393
"831","ARHGAP1",417,555,429,314,546,335
"832","ARHGAP10",19,28,34,23,27,18
"833","ARHGAP11A",50,15,46,57,35,28
"834","ARHGAP12",498,585,590,507,634,480
"835","ARHGAP15",9,7,7,15,11,6
"836","ARHGAP17",184,177,199,207,291,203
"837","ARHGAP18",131,107,118,124,176,139
"838","ARHGAP20",4,0,4,1,1,0
"839","ARHGAP21",618,706,525,314,577,348
"840","ARHGAP22",5,7,11,12,16,6
"841","ARHGAP24",147,119,181,216,187,163
"842","ARHGAP25",67,49,57,82,136,50
"843","ARHGAP26",58,46,39,33,50,18
"844","ARHGAP27",53,41,50,46,81,32
"845","ARHGAP28",9,6,9,7,8,11
"846","ARHGAP29",905,696,863,990,1313,576
"847","ARHGAP30",76,64,89,63,152,69
"848","ARHGAP31",98,172,107,89,179,117
"849","ARHGAP39",63,69,64,88,132,74
"850","ARHGAP4",71,60,97,86,131,73
"851","ARHGAP5",177,221,162,243,638,370
"852","ARHGAP8",200,215,228,260,260,223
"853","ARHGAP9",60,59,61,47,104,56
"854","ARHGDIA",1478,2345,1744,1426,2490,1654
"855","ARHGDIB",123,95,147,158,226,153
"856","ARHGDIG",0,0,0,1,0,0
"857","ARHGEF1",638,779,780,643,811,617
"858","ARHGEF11",438,436,470,489,595,345
"859","ARHGEF12",1114,1428,1058,1065,2070,1308
"860","ARHGEF15",121,121,97,80,111,82
"861","ARHGEF18",411,422,442,418,466,383
"862","ARHGEF19",705,150,1020,1286,406,131
"863","ARHGEF2",246,253,265,185,347,187
"864","ARHGEF25",14,17,19,16,17,13
"865","ARHGEF3",472,168,466,146,214,79
"866","ARHGEF37",25,13,19,101,115,98
"867","ARHGEF6",26,22,21,31,63,34
"868","ARHGEF7",746,635,649,542,1173,607
"869","ARHGEF9",40,17,36,24,13,9
"870","ARID1A",949,986,1073,1050,1584,814
"871","ARID3A",6,11,10,7,11,6
"872","ARID3B",68,79,85,36,83,47
"873","ARID3C",0,0,0,0,0,0
"874","ARID4A",222,210,185,147,269,133
"875","ARID4B",325,370,296,293,611,354
"876","ARID5A",22,48,25,9,34,15
"877","ARID5B",222,236,230,122,246,184
"878","ARIH1",879,1090,921,756,1259,944
"879","ARIH2",532,621,511,418,741,544
"880","ARL1",568,621,544,374,575,444
"881","ARL10",7,2,6,1,3,4
"882","ARL11",10,29,18,15,20,5
"883","ARL13A",0,1,3,0,0,0
"884","ARL13B",66,88,105,54,90,65
"885","ARL2",106,121,120,78,129,89
"886","ARL2BP",386,414,337,278,335,224
"887","ARL3",105,159,111,117,171,104
"888","ARL4A",113,189,105,85,122,142
"889","ARL4D",60,85,65,20,14,11
"890","ARL5A",318,339,302,367,310,268
"891","ARL5B",162,269,129,134,380,283
"892","ARL5C",0,3,8,3,9,5
"893","ARL6",34,40,43,42,17,26
"894","ARL6IP1",1304,1319,1104,1335,2146,1441
"895","ARL6IP4",330,368,349,212,419,300
"896","ARL6IP5",133,168,166,121,125,84
"897","ARL6IP6",89,136,99,84,100,71
"898","ARL8A",276,472,314,243,507,390
"899","ARL8B",662,1355,747,562,833,617
"900","ARL9",0,0,0,0,0,0
"901","ARMC1",436,486,473,364,475,383
"902","ARMC10",151,171,175,120,165,174
"903","ARMC5",266,248,307,242,332,245
"904","ARMC6",18,35,14,17,23,17
"905","ARMC7",55,44,45,32,59,44
"906","ARMC8",242,289,278,203,324,271
"907","ARMC9",115,107,177,90,77,53
"908","ARMCX1",47,52,52,50,61,37
"909","ARMCX2",19,18,27,15,37,13
"910","ARMCX3",150,211,164,108,223,159
"911","ARMCX6",14,2,8,3,8,4
"912","ARNT",300,334,356,370,383,261
"913","ARNT2",1,3,5,1,0,1
"914","ARNTL",86,141,101,590,680,476
"915","ARNTL2",34,7,60,110,27,30
"916","ARPC1A",437,612,474,392,593,400
"917","ARPC1B",483,657,513,472,908,525
"918","ARPC2",1430,1875,1594,1497,1950,1343
"919","ARPC3",381,447,442,340,452,335
"920","ARPC4",517,728,604,501,750,564
"921","ARPC5",795,948,826,778,1047,732
"922","ARPC5L",208,264,248,225,255,177
"923","ARPM1",4,0,0,0,0,0
"924","ARPP19",194,372,251,177,317,231
"925","ARPP21",0,1,1,2,1,2
"926","ARR3",0,0,0,0,0,0
"927","ARRB1",49,30,52,22,65,34
"928","ARRB2",78,61,88,60,87,63
"929","ARRDC1",133,134,144,108,151,108
"930","ARRDC2",27,21,57,58,42,35
"931","ARRDC3",1687,439,1620,789,1570,715
"932","ARRDC4",12,9,30,12,14,13
"933","ARRDC5",0,0,0,0,0,0
"934","ARSA",201,230,322,292,408,276
"935","ARSB",448,449,552,268,508,256
"936","ARSE",76,82,140,89,98,45
"937","ARSG",18,21,18,15,17,14
"938","ARSI",0,0,0,0,1,0
"939","ARSJ",0,1,1,0,1,1
"940","ARSK",60,85,71,78,78,52
"941","ART1",0,0,0,0,0,0
"942","ART2",4,8,12,6,7,8
"943","ART3",17,8,12,12,21,15
"944","ART4",26,25,28,9,24,23
"945","ART5",0,0,0,0,0,0
"946","ARTN",2,0,2,0,4,2
"947","ARV1",87,100,98,84,119,78
"948","ARVCF",390,320,464,391,591,377
"949","ARX",0,0,0,0,0,0
"950","AS3MT",2417,3483,2408,1692,3395,3258
"951","ASAH1",357,436,385,303,479,326
"952","ASAH2",35,24,39,26,21,10
"953","ASAP1",157,138,224,180,337,196
"954","ASB1",11,10,17,14,16,14
"955","ASB10",0,1,0,0,0,0
"956","ASB11",0,1,1,0,1,0
"957","ASB12",0,0,0,0,0,0
"958","ASB13",166,235,176,152,196,160
"959","ASB14",0,0,0,1,1,1
"960","ASB16",1,0,0,2,0,0
"961","ASB17",0,0,0,0,0,0
"962","ASB18",0,0,0,0,0,0
"963","ASB2",18,13,15,20,20,11
"964","ASB3",158,158,182,122,178,109
"965","ASB4",0,1,0,0,0,0
"966","ASB5",34,33,32,13,3,9
"967","ASB6",123,154,149,107,150,125
"968","ASB7",42,58,47,57,68,41
"969","ASB8",447,529,514,378,429,346
"970","ASB9",0,0,2,0,0,0
"971","ASCC1",189,241,187,163,192,153
"972","ASCC2",182,239,204,142,207,182
"973","ASCC3L1",1208,1515,1474,1223,1794,1179
"974","ASCL1",0,0,0,0,0,0
"975","ASCL2",5,6,4,2,6,2
"976","ASF1A",136,203,162,127,141,117
"977","ASF1B",9,2,9,5,6,2
"978","ASGR1",4717,5509,4969,4542,5979,4676
"979","ASGR2",3088,3468,3369,2650,3878,2811
"980","ASH1L",870,948,804,695,1443,796
"981","ASH2L",258,360,309,256,385,309
"982","ASIP",0,0,0,0,0,0
"983","ASL",4376,6598,3388,2107,10015,5905
"984","ASMT",2,1,2,2,1,0
"985","ASMTL",232,184,194,147,192,156
"986","ASNA1",302,404,377,339,440,325
"987","ASNS",204,257,185,26,49,27
"988","ASNSD1",249,395,300,253,314,269
"989","ASPA",105,163,39,89,38,18
"990","ASPDH",762,885,926,819,868,705
"991","ASPG",1204,2120,1744,1677,1838,1650
"992","ASPHD2",0,0,0,0,0,0
"993","ASPM",62,34,51,67,51,46
"994","ASPN",15,13,22,14,12,14
"995","ASRGL1",41,179,73,345,195,102
"996","ASS1",22242,23600,25041,21362,16443,15272
"997","ASTE1",16,26,21,14,34,22
"998","ASTL",0,0,0,1,0,0
"999","ASTN1",1,0,1,1,3,2
"1000","ASZ1",0,0,0,0,0,0
"1001","ATAD1",586,815,633,486,598,558
"1002","ATAD2",131,113,120,120,114,79
"1003","ATAD3A",355,694,507,295,483,343
"1004","ATAT1",11,21,17,29,37,12
"1005","ATCAY",0,0,0,0,2,1
"1006","ATE1",407,485,437,426,627,419
"1007","ATF1",463,662,510,419,755,503
"1008","ATF2",206,240,195,193,286,158
"1009","ATF3",15,20,14,17,118,26
"1010","ATF4",2086,1732,1693,1131,1695,966
"1011","ATF5",2146,3799,3114,3578,7617,4930
"1012","ATF6",934,1171,910,668,1213,859
"1013","ATF6B",579,623,636,553,584,427
"1014","ATF7",128,127,118,124,228,136
"1015","ATF7IP2",0,1,1,0,0,0
"1016","ATG10",57,47,81,56,35,32
"1017","ATG12",533,605,536,401,691,463
"1018","ATG14",218,199,239,174,220,151
"1019","ATG16L1",359,435,331,225,314,264
"1020","ATG16L2",84,118,98,71,160,79
"1021","ATG2A",842,1060,814,625,1272,1038
"1022","ATG3",466,474,613,440,594,385
"1023","ATG4B",168,276,238,163,217,193
"1024","ATG4C",243,212,185,211,281,177
"1025","ATG5",305,320,360,217,324,276
"1026","ATG7",105,131,143,130,121,87
"1027","ATG9A",1227,1132,1422,1413,1412,983
"1028","ATG9B",0,0,0,0,0,0
"1029","ATIC",438,723,487,378,662,467
"1030","ATL1",14,9,17,6,13,13
"1031","ATL2",1400,1958,1329,1046,1766,1528
"1032","ATL3",751,915,746,857,948,673
"1033","ATM",131,181,136,163,270,155
"1034","ATMIN",42,67,38,36,59,49
"1035","ATN1",388,448,345,373,611,355
"1036","ATOH1",0,0,0,0,0,0
"1037","ATOH7",0,0,0,0,1,0
"1038","ATOH8",433,653,539,393,564,481
"1039","ATOX1",963,757,899,754,665,476
"1040","ATP10A",8,10,10,8,16,11
"1041","ATP11A",771,735,661,937,1015,652
"1042","ATP12A",1,0,0,0,0,0
"1043","ATP13A1",752,916,785,773,903,621
"1044","ATP13A2",213,200,247,213,294,149
"1045","ATP13A3",15,22,10,27,47,35
"1046","ATP13A4",0,0,0,0,0,0
"1047","ATP13A5",34,30,29,29,23,5
"1048","ATP1A1",3624,5009,3830,4550,3997,2638
"1049","ATP1A2",12,5,7,7,4,3
"1050","ATP1A3",2,0,2,3,3,0
"1051","ATP1A4",0,0,0,0,0,0
"1052","ATP1B1",370,676,287,379,488,336
"1053","ATP1B2",9,12,5,13,15,6
"1054","ATP1B3",367,520,355,378,610,422
"1055","ATP1B4",0,3,2,0,5,2
"1056","ATP2A2",2739,3957,3363,2981,4229,2683
"1057","ATP2A3",50,44,75,85,104,60
"1058","ATP2B1",369,604,375,413,666,418
"1059","ATP2B2",131,85,170,584,176,60
"1060","ATP2B3",1,0,1,1,1,1
"1061","ATP2B4",15,8,22,21,28,7
"1062","ATP2C1",937,1084,857,1055,1776,1558
"1063","ATP4A",0,0,0,0,0,0
"1064","ATP4B",0,0,0,0,0,0
"1065","ATP5A1",8693,8699,10703,8422,8382,6031
"1066","ATP5B",18403,18930,23266,16413,17141,12187
"1067","ATP5C1",2647,3145,3281,2250,2328,1706
"1068","ATP5D",1081,1451,1302,1015,1276,906
"1069","ATP5E",207,199,249,190,166,133
"1070","ATP5F1",2878,3208,3571,2570,3048,2319
"1071","ATP5G1",1530,1762,1904,1714,1073,773
"1072","ATP5G2",1992,2230,2388,1528,1795,1254
"1073","ATP5G3",1715,2298,1994,1704,2178,1584
"1074","ATP5H",1338,1449,1592,1365,1342,1017
"1075","ATP5I",694,847,933,758,719,522
"1076","ATP5J",843,892,955,838,854,680
"1077","ATP5L",1281,1362,1415,1309,1198,992
"1078","ATP5O",1180,1305,1489,1145,1183,851
"1079","ATP5S",96,77,109,68,88,58
"1080","ATP5SL",297,295,327,201,278,232
"1081","ATP6AP1",775,1131,896,758,1220,857
"1082","ATP6AP1L",20,13,13,11,7,10
"1083","ATP6AP2",411,469,369,366,537,364
"1084","ATP6V0A1",697,615,819,839,840,659
"1085","ATP6V0A2",188,204,230,158,203,161
"1086","ATP6V0A4",0,5,0,1,0,0
"1087","ATP6V0B",212,234,231,166,305,232
"1088","ATP6V0C",1854,2467,2031,1951,2857,1789
"1089","ATP6V0D1",1624,1728,1872,1547,1915,1278
"1090","ATP6V0D2",13,17,18,14,28,19
"1091","ATP6V0E1",667,1041,614,478,726,665
"1092","ATP6V0E2",173,198,216,210,205,136
"1093","ATP6V1A",434,473,532,400,607,362
"1094","ATP6V1B1",0,0,0,0,0,0
"1095","ATP6V1B2",843,936,863,462,1123,778
"1096","ATP6V1C1",405,546,427,264,540,379
"1097","ATP6V1C2",18,21,18,5,8,2
"1098","ATP6V1D",286,395,322,254,426,270
"1099","ATP6V1E1",354,390,383,274,505,397
"1100","ATP6V1E2",1,1,0,1,1,0
"1101","ATP6V1F",295,390,303,276,393,324
"1102","ATP6V1G1",1147,1620,1234,984,1460,1058
"1103","ATP6V1G2",0,0,2,2,0,0
"1104","ATP6V1G3",1,0,0,0,0,2
"1105","ATP6V1H",356,540,372,253,453,310
"1106","ATP7A",21,33,24,36,79,37
"1107","ATP7B",1491,925,1378,1029,893,624
"1108","ATP8B1",364,285,293,235,490,249
"1109","ATP8B2",435,538,467,404,574,384
"1110","ATP9B",576,577,639,478,671,470
"1111","ATPAF1",348,440,452,357,372,233
"1112","ATPAF2",145,174,151,128,159,114
"1113","ATPBD4",60,69,67,50,66,66
"1114","ATPIF1",276,368,278,164,165,127
"1115","ATRIP",71,81,95,94,95,68
"1116","ATRN",5335,5268,5576,6468,9800,6909
"1117","ATXN1",167,174,188,176,279,133
"1118","ATXN10",868,963,911,633,943,675
"1119","ATXN2L",1001,1284,1247,944,1283,855
"1120","ATXN3",263,367,199,203,461,303
"1121","AUH",417,603,621,472,565,421
"1122","AUP1",1213,1760,1295,1246,1857,1431
"1123","AURKA",53,27,53,54,33,15
"1124","AURKAIP1",363,425,383,280,329,311
"1125","AURKB",30,13,25,44,8,8
"1126","AURKC",17,13,14,11,9,9
"1127","AVEN",138,197,164,132,145,133
"1128","AVP",0,0,0,0,0,0
"1129","AVPI1",108,116,118,78,73,31
"1130","AVPR1A",664,479,737,1033,689,641
"1131","AVPR1B",0,0,0,0,0,0
"1132","AVPR2",0,0,0,1,0,4
"1133","AWAT1",0,0,0,0,0,0
"1134","AWAT2",0,0,0,0,0,0
"1135","AXIN1",321,428,343,325,626,370
"1136","AXIN2",102,74,77,108,176,98
"1137","AXL",262,249,294,303,462,326
"1138","AZGP1",10062,13705,11241,9504,12503,10449
"1139","AZI1",126,119,166,110,164,125
"1140","AZI2",207,277,250,207,395,259
"1141","AZIN1",1044,1180,1069,614,565,409
"1142","B2M",18142,17313,16883,17579,19110,15976
"1143","B3GALNT1",3,22,4,2,5,0
"1144","B3GALNT2",273,437,327,271,330,242
"1145","B3GALT1",703,742,728,348,656,542
"1146","B3GALT2",0,3,3,3,2,2
"1147","B3GALT4",110,81,203,81,90,60
"1148","B3GALT5",5,9,5,3,9,2
"1149","B3GALT6",76,85,81,53,94,69
"1150","B3GAT1",0,0,0,0,0,0
"1151","B3GAT3",306,439,314,349,581,448
"1152","B3GNT1",178,210,227,175,224,178
"1153","B3GNT2",190,239,211,190,339,173
"1154","B3GNT3",0,0,0,0,1,0
"1155","B3GNT4",0,0,0,0,0,0
"1156","B3GNT5",5,0,4,4,8,6
"1157","B3GNT6",0,0,0,0,0,0
"1158","B3GNT7",18,15,10,2,14,5
"1159","B3GNT8",1,4,2,1,3,2
"1160","B3GNTL1",23,39,28,16,22,18
"1161","B4GALNT1",749,1330,461,648,1313,865
"1162","B4GALNT3",0,0,0,0,1,0
"1163","B4GALNT4",3,3,1,1,0,1
"1164","B4GALT1",451,518,479,393,377,216
"1165","B4GALT2",2,2,10,4,5,4
"1166","B4GALT3",147,205,143,118,215,150
"1167","B4GALT4",5,3,3,5,5,4
"1168","B4GALT5",38,54,63,56,71,60
"1169","B4GALT6",88,112,89,48,142,58
"1170","B4GALT7",115,137,135,103,166,93
"1171","B9D1",55,62,53,39,42,34
"1172","B9D2",7,8,10,12,15,14
"1173","BAALC",0,0,0,0,0,1
"1174","BAAT",11588,11220,12312,16797,13330,13146
"1175","BABAM1",283,316,298,315,316,225
"1176","BACE1",105,141,121,160,153,102
"1177","BACE2",56,41,59,52,56,53
"1178","BACH1",323,931,373,393,770,579
"1179","BAD",52,90,78,79,106,69
"1180","BAG1",421,552,471,338,508,376
"1181","BAG2",38,40,26,35,52,42
"1182","BAG3",372,469,463,289,477,349
"1183","BAG4",47,49,55,58,83,69
"1184","BAG5",192,248,164,137,275,173
"1185","BAG6",995,1135,1157,907,1283,792
"1186","BAI1",0,0,0,0,1,0
"1187","BAI2",0,0,1,2,0,1
"1188","BAI3",0,0,0,0,1,0
"1189","BAIAP2",224,287,209,152,188,155
"1190","BAIAP2L1",449,754,490,215,415,345
"1191","BAK1",49,41,50,40,71,30
"1192","BAMBI",53,45,48,23,14,32
"1193","BANF1",349,470,448,378,454,370
"1194","BANK1",15,18,20,23,32,26
"1195","BANP",68,63,77,30,73,47
"1196","BAP1",641,721,643,538,765,564
"1197","BARD1",8,2,11,14,4,4
"1198","BARHL1",0,0,0,0,0,0
"1199","BARHL2",0,0,0,0,0,0
"1200","BARX1",0,0,0,0,0,0
"1201","BASP1",9,14,14,13,24,8
"1202","BATF",0,2,6,3,3,0
"1203","BATF3",5,3,3,4,7,1
"1204","BAX",92,115,114,110,177,105
"1205","BAZ1A",183,286,143,172,390,201
"1206","BAZ1B",1000,928,916,754,1004,753
"1207","BAZ2A",511,568,549,474,737,488
"1208","BAZ2B",193,222,197,204,304,195
"1209","BBOX1",964,879,1141,1249,892,694
"1210","BBS1",59,88,96,76,84,57
"1211","BBS10",172,228,181,90,134,134
"1212","BBS2",127,122,84,70,233,167
"1213","BBS4",122,162,178,131,184,136
"1214","BBS5",33,23,52,38,32,34
"1215","BBS7",52,64,56,33,79,52
"1216","BBX",31,31,27,53,82,45
"1217","BC1",0,0,0,0,0,0
"1218","BCAM",165,195,158,105,90,73
"1219","BCAN",9,6,8,7,4,1
"1220","BCAP29",202,329,234,181,299,232
"1221","BCAP31",1304,1544,1375,1324,1533,1061
"1222","BCAR1",1072,700,1192,1413,1175,695
"1223","BCAR3",417,242,304,196,290,165
"1224","BCAS1",1,0,0,1,0,0
"1225","BCAS2",293,324,285,257,366,282
"1226","BCAS3",323,318,330,256,375,324
"1227","BCAT1",0,1,4,1,11,1
"1228","BCAT2",20,33,49,45,40,20
"1229","BCCIP",161,317,217,226,243,207
"1230","BCDIN3D",31,22,24,29,34,27
"1231","BCHE",59,29,67,44,28,19
"1232","BCKDHA",2336,2523,2822,1388,1933,1416
"1233","BCKDHB",1434,981,1314,1443,1009,750
"1234","BCKDK",307,392,452,323,295,252
"1235","BCL10",270,289,229,154,297,195
"1236","BCL11A",1,2,5,1,7,0
"1237","BCL11B",2,1,2,1,6,1
"1238","BCL2",1,3,4,3,2,2
"1239","BCL2A1D",17,21,29,28,72,32
"1240","BCL2L1",172,267,148,183,272,189
"1241","BCL2L10",0,0,0,0,0,0
"1242","BCL2L11",12,24,10,8,8,6
